order_date,order_count,subtotal,tax_amount,shipping_cost,discount_amount,total_revenue
2025-03-09,1,443348.36,22167.42,2440.54,13300.45,454655.87
2025-03-10,1,218904.92,10945.25,586.11,6567.15,223869.13
2025-03-10,1,11630.87,581.54,19.58,348.93,11883.06
2025-03-10,1,2521.83,126.09,40.66,0.00,2688.58
2025-03-10,1,508.55,25.43,33.14,25.43,541.69
2025-03-11,1,4536.75,816.62,42.67,136.10,5259.94
2025-03-11,1,5692.14,284.61,24.54,0.00,6001.29
2025-03-12,1,4214.71,758.65,29.08,126.44,4876.00
2025-03-13,1,4840.34,871.26,25.46,0.00,5737.06
2025-03-14,1,488.03,24.40,20.55,24.40,508.58
2025-03-15,1,388266.21,46591.95,1510.83,19413.31,416955.68
2025-03-15,1,5426.99,976.86,43.11,0.00,6446.96
2025-03-15,1,24643.51,2957.22,165.47,0.00,27766.20
2025-03-17,1,8188.61,1473.95,38.91,0.00,9701.47
2025-03-18,1,3109.89,373.19,37.45,155.49,3365.04
2025-03-19,1,14348.89,717.44,80.81,0.00,15147.14
2025-03-20,1,743178.03,89181.36,1509.82,0.00,833869.21
2025-03-21,1,9732.76,1167.93,62.61,486.64,10476.66
2025-03-22,1,2622.02,314.64,58.57,0.00,2995.23
2025-03-23,1,10789.67,1942.14,36.72,0.00,12768.53
2025-03-23,1,13986.19,2517.51,41.87,699.31,15846.26
2025-03-23,1,24153.90,4347.70,72.56,1207.69,27366.47
2025-03-25,1,5349.35,641.92,1.51,267.47,5725.31
2025-03-26,1,3296.62,593.39,10.83,164.83,3736.01
2025-03-26,1,7500.84,900.10,9.42,0.00,8410.36
2025-03-26,1,8845.17,1061.42,24.20,0.00,9930.79
2025-03-27,1,4959.15,892.65,36.08,247.96,5639.92
2025-03-27,1,5520.50,993.69,30.64,0.00,6544.83
2025-03-28,1,10675.31,533.77,22.49,0.00,11231.57
2025-03-29,1,8705.59,1044.67,0.12,0.00,9750.38
2025-03-29,1,28161.97,3379.44,2080.01,0.00,33621.42
2025-03-30,1,3698.70,184.94,9.01,110.96,3781.69
2025-03-31,1,8037.40,401.87,120.68,401.87,8158.08
2025-03-31,1,472.03,56.64,37.31,14.16,551.82
2025-03-31,1,5439.80,652.78,5.13,163.19,5934.52
2025-04-01,1,33015.62,5942.81,91.45,1650.78,37399.10
2025-04-02,1,24765.12,4457.72,97.40,0.00,29320.24
2025-04-04,1,8506.78,1020.81,60.28,0.00,9587.87
2025-04-04,1,9454.39,1134.53,43.67,0.00,10632.59
2025-04-06,1,14534.85,1744.18,62.79,726.74,15615.08
2025-04-07,1,13243.36,1589.20,32.67,662.17,14203.06
2025-04-07,1,3812.21,190.61,28.58,0.00,4031.40
2025-04-07,1,14874.15,743.71,51.18,743.71,14925.33
2025-04-07,1,1504.25,75.21,0.76,75.21,1505.01
2025-04-08,1,404956.53,72892.18,2648.46,0.00,480497.17
2025-04-08,1,333304.72,16665.24,1644.89,16665.24,334949.61
2025-04-09,1,76137.93,13704.83,1599.81,2284.14,89158.43
2025-04-09,1,143460.39,17215.25,3111.99,4303.81,159483.82
2025-04-10,1,555.08,66.61,27.52,27.75,621.46
2025-04-10,1,6848.88,1232.80,30.16,0.00,8111.84
2025-04-10,1,16503.96,1980.48,58.46,825.20,17717.70
2025-04-10,1,11733.43,2112.02,60.37,0.00,13905.82
2025-04-10,1,1206.32,60.32,2.88,0.00,1269.52
2025-04-10,1,3495.80,629.24,34.95,0.00,4159.99
2025-04-11,1,3711.26,185.56,175.75,185.56,3887.01
2025-04-11,1,8668.48,433.42,41.43,260.05,8883.28
2025-04-11,1,2537.74,126.89,5.58,76.13,2594.08
2025-04-12,1,86165.98,15509.88,2695.99,0.00,104371.85
2025-04-13,1,1700.80,85.04,32.14,0.00,1817.98
2025-04-13,1,9639.63,481.98,42.33,0.00,10163.94
2025-04-13,1,748514.19,134732.55,1311.90,22455.43,862103.21
2025-04-13,1,28084.89,5055.28,157.82,0.00,33297.99
2025-04-14,1,1242.74,223.69,38.14,62.14,1442.43
2025-04-14,1,7977.33,957.28,174.85,0.00,9109.46
2025-04-15,1,69.06,3.45,32.25,0.00,104.76
2025-04-15,1,5300.42,636.05,6.02,0.00,5942.49
2025-04-16,1,4245.44,509.45,46.21,0.00,4801.10
2025-04-17,1,10357.14,517.86,39.38,310.71,10603.67
2025-04-17,1,670.00,80.40,50.09,20.10,780.39
2025-04-19,1,407.92,48.95,15.16,0.00,472.03
2025-04-20,1,10220.98,511.05,31.32,0.00,10763.35
2025-04-20,1,8658.20,1558.48,48.27,432.91,9832.04
2025-04-21,1,7435.95,371.80,16.95,371.80,7452.90
2025-04-21,1,6042.41,725.09,4.43,302.12,6469.81
2025-04-21,1,2818.04,338.16,113.58,0.00,3269.78
2025-04-22,1,24112.29,4340.21,175.54,723.37,27904.67
2025-04-23,1,4693.17,234.66,0.83,0.00,4928.66
2025-04-23,1,9615.87,1730.86,2508.19,0.00,13854.92
2025-04-25,1,9691.14,484.56,10.08,484.56,9701.22
2025-04-25,1,9292.74,464.64,26.64,0.00,9784.02
2025-04-25,1,6948.70,833.84,14.48,0.00,7797.02
2025-04-26,1,3133.30,156.66,14.22,156.66,3147.52
2025-04-26,1,2152.71,258.33,26.71,0.00,2437.75
2025-04-27,1,7750.87,930.10,26.34,0.00,8707.31
2025-04-27,1,12280.02,1473.60,16.50,368.40,13401.72
2025-04-28,1,2088.88,104.44,18.62,104.44,2107.50
2025-04-29,1,2754.18,495.75,26.20,82.63,3193.50
2025-04-30,1,7378.85,1328.19,25.14,0.00,8732.18
2025-04-30,1,11696.91,584.85,84.77,0.00,12366.53
2025-05-02,1,2445.01,440.10,13.49,122.25,2776.35
2025-05-02,1,931.25,46.56,9.27,0.00,987.08
2025-05-02,1,9508.77,475.44,31.27,0.00,10015.48
2025-05-03,1,2438.07,438.85,60.97,0.00,2937.89
2025-05-03,1,419037.94,20951.90,1091.01,0.00,441080.85
2025-05-03,1,929.17,111.50,14.76,46.46,1008.97
2025-05-03,1,4703.89,846.70,25.16,0.00,5575.75
2025-05-04,1,7039.29,351.96,14.05,0.00,7405.30
2025-05-04,1,2051.15,246.14,26.25,102.56,2220.98
2025-05-05,1,335361.01,16768.05,1011.51,0.00,353140.57
2025-05-05,1,1367.38,164.09,10.35,41.02,1500.80
2025-05-06,1,4329.16,216.46,33.96,129.87,4449.71
2025-05-06,1,5845.51,1052.19,45.20,0.00,6942.90
2025-05-06,1,26520.60,4773.71,123.98,1326.03,30092.26
2025-05-06,1,1685.91,84.30,42.61,0.00,1812.82
2025-05-07,1,18770.89,2252.51,178.09,563.13,20638.36
2025-05-07,1,628963.48,113213.43,296.47,18868.90,723604.48
2025-05-07,1,4613.85,553.66,37.80,138.42,5066.89
2025-05-08,1,2314.97,115.75,11.49,0.00,2442.21
2025-05-09,1,85.12,15.32,10.73,2.55,108.62
2025-05-09,1,5002.20,250.11,12.12,150.07,5114.36
2025-05-09,1,2370.16,118.51,14.28,0.00,2502.95
2025-05-11,1,2238.01,402.84,16.54,111.90,2545.49
2025-05-11,1,2066.45,103.32,40.35,61.99,2148.13
2025-05-11,1,22412.54,1120.63,99.42,0.00,23632.59
2025-05-12,1,18744.91,2249.39,116.91,0.00,21111.21
2025-05-12,1,4004.61,480.55,29.77,0.00,4514.93
2025-05-12,1,367518.72,66153.37,1013.31,18375.94,416309.46
2025-05-13,1,753890.28,37694.51,3878.38,0.00,795463.17
2025-05-13,1,5316.93,265.85,66.03,0.00,5648.81
2025-05-13,1,4649.89,836.98,36.75,139.50,5384.12
2025-05-13,1,739356.14,88722.74,155.97,0.00,828234.85
2025-05-14,1,108662.58,13039.51,3754.88,3259.88,122197.09
2025-05-14,1,4327.58,216.38,8.15,129.83,4422.28
2025-05-14,1,645752.25,32287.61,3003.93,0.00,681043.79
2025-05-15,1,3443.57,619.84,37.68,0.00,4101.09
2025-05-15,1,4839.63,580.76,16.78,0.00,5437.17
2025-05-15,1,9551.31,477.57,13.39,477.57,9564.70
2025-05-16,1,6066.71,1092.01,19.40,182.00,6996.12
2025-05-17,1,292787.69,14639.38,3078.75,8783.63,301722.19
2025-05-18,1,6596.83,329.84,20.50,0.00,6947.17
2025-05-18,1,3432.57,171.63,40.61,102.98,3541.83
2025-05-18,1,1427.06,171.25,26.76,42.81,1582.26
2025-05-18,1,2919.42,145.97,30.85,0.00,3096.24
2025-05-18,1,7135.86,856.30,36.22,0.00,8028.38
2025-05-19,1,7954.11,1431.74,30.43,238.62,9177.66
2025-05-19,1,6817.50,1227.15,66.50,0.00,8111.15
2025-05-19,1,22757.87,4096.42,174.63,682.74,26346.18
2025-05-19,1,3056.18,550.11,11.10,152.81,3464.58
2025-05-20,1,585884.48,70306.14,483.62,0.00,656674.24
2025-05-20,1,56693.54,6803.22,2939.96,2834.68,63602.04
2025-05-20,1,2268.24,272.19,8.93,0.00,2549.36
2025-05-21,1,32791.62,3934.99,57.60,983.75,35800.46
2025-05-21,1,6725.15,336.26,17.67,0.00,7079.08
2025-05-21,1,447841.15,80611.41,2669.35,13435.23,517686.68
2025-05-21,1,46428.07,2321.40,3551.66,1392.84,50908.29
2025-05-21,1,29274.84,1463.74,156.60,0.00,30895.18
2025-05-22,1,7247.42,869.69,6.23,217.42,7905.92
2025-05-22,1,6603.05,792.37,12.09,0.00,7407.51
2025-05-23,1,6083.37,1095.01,19.71,0.00,7198.09
2025-05-23,1,6783.17,813.98,121.68,203.50,7515.33
2025-05-24,1,1830.85,329.55,2.64,54.93,2108.11
2025-05-24,1,335674.73,16783.74,4029.19,0.00,356487.66
2025-05-25,1,13330.26,666.51,57.56,666.51,13387.82
2025-05-25,1,1057.03,126.84,18.88,31.71,1171.04
2025-05-26,1,5353.86,642.46,0.39,0.00,5996.71
2025-05-26,1,12328.36,1479.40,1.53,0.00,13809.29
2025-05-26,1,2447.31,293.68,29.05,122.37,2647.67
2025-05-28,1,366.15,43.94,32.71,18.31,424.49
2025-05-28,1,4301.08,774.19,47.31,0.00,5122.58
2025-05-29,1,3750.57,450.07,11.82,0.00,4212.46
2025-05-30,1,7238.22,868.59,22.22,217.15,7911.88
2025-05-30,1,3536.44,176.82,38.48,106.09,3645.65
2025-06-01,1,10281.40,1233.77,50.27,308.44,11257.00
2025-06-02,1,3755.49,187.77,12.92,0.00,3956.18
2025-06-02,1,5388.65,969.96,32.15,269.43,6121.33
2025-06-03,1,2153.14,107.66,34.10,0.00,2294.90
2025-06-03,1,1858.54,334.54,4.54,0.00,2197.62
2025-06-03,1,9312.70,465.63,11.51,0.00,9789.84
2025-06-03,1,55342.45,9961.64,4006.45,0.00,69310.54
2025-06-04,1,1683.81,303.09,32.75,50.51,1969.14
2025-06-04,1,7078.64,1274.16,126.25,353.93,8125.12
2025-06-04,1,12212.85,2198.31,159.42,610.64,13959.94
2025-06-05,1,953.36,171.60,20.19,0.00,1145.15
2025-06-06,1,1178.78,141.45,21.61,0.00,1341.84
2025-06-06,1,219387.25,26326.47,1692.60,10969.36,236436.96
2025-06-06,1,1434.58,71.73,9.58,0.00,1515.89
2025-06-06,1,11254.40,562.72,30.71,0.00,11847.83
2025-06-06,1,45027.54,8104.96,150.11,1350.83,51931.78
2025-06-07,1,5958.08,297.90,53.59,297.90,6011.67
2025-06-07,1,330.79,39.69,33.05,16.54,386.99
2025-06-07,1,7603.70,1368.67,26.87,0.00,8999.24
2025-06-09,1,3595.80,431.50,21.86,107.87,3941.29
2025-06-12,1,516.36,92.94,29.71,0.00,639.01
2025-06-12,1,17530.15,876.51,145.94,876.51,17676.09
2025-06-12,1,4698.76,845.78,0.02,140.96,5403.60
2025-06-12,1,178925.13,8946.26,0.22,5367.75,182503.86
2025-06-12,1,6725.55,1210.60,49.33,201.77,7783.71
2025-06-13,1,3470.81,173.54,0.86,0.00,3645.21
2025-06-13,1,5699.12,683.89,11.30,284.96,6109.35
2025-06-14,1,12491.57,2248.48,15.41,374.75,14380.71
2025-06-16,1,5623.93,674.87,128.11,0.00,6426.91
2025-06-17,1,4618.35,554.20,16.83,138.55,5050.83
2025-06-17,1,2671.02,133.55,14.97,0.00,2819.54
2025-06-17,1,14666.03,1759.92,27.46,0.00,16453.41
2025-06-18,1,6518.90,1173.40,32.19,0.00,7724.49
2025-06-18,1,3821.09,687.80,25.05,191.05,4342.89
2025-06-19,1,6607.66,1189.38,52.42,0.00,7849.46
2025-06-19,1,1700.18,306.03,1.84,0.00,2008.05
2025-06-19,1,4341.92,217.10,31.46,0.00,4590.48
2025-06-20,1,23264.60,4187.63,31.52,0.00,27483.75
2025-06-20,1,2817.39,338.09,39.39,0.00,3194.87
2025-06-20,1,5172.20,931.00,36.65,258.61,5881.24
2025-06-21,1,3182.45,159.12,42.02,0.00,3383.59
2025-06-21,1,23473.63,4225.25,64.65,0.00,27763.53
2025-06-23,1,2415.30,120.77,39.37,72.46,2502.98
2025-06-24,1,2572.56,308.71,2.66,77.18,2806.75
2025-06-25,1,21090.59,1054.53,22.49,1054.53,21113.08
2025-06-25,1,6823.96,818.88,46.07,341.20,7347.71
2025-06-26,1,641.66,115.50,12.83,19.25,750.74
2025-06-27,1,7579.95,379.00,11.26,0.00,7970.21
2025-06-28,1,4090.28,736.25,11.40,204.51,4633.42
2025-06-29,1,551.81,99.33,19.01,0.00,670.15
2025-06-29,1,260588.23,13029.41,2934.04,0.00,276551.68
2025-06-29,1,8513.92,425.70,42.07,0.00,8981.69
2025-06-30,1,7012.22,1262.20,18.92,0.00,8293.34
2025-06-30,1,9182.77,459.14,39.38,275.48,9405.81
2025-06-30,1,36173.48,1808.67,81.55,1085.20,36978.50
2025-06-30,1,130.64,15.68,7.45,6.53,147.24
2025-07-02,1,1511.73,181.41,22.45,75.59,1640.00
2025-07-02,1,3888.95,194.45,0.26,0.00,4083.66
2025-07-02,1,13478.71,1617.45,144.01,673.94,14566.23
2025-07-03,1,3572.89,428.75,33.59,178.64,3856.59
2025-07-03,1,4077.41,203.87,21.88,203.87,4099.29
2025-07-03,1,380253.44,19012.67,3208.94,0.00,402475.05
2025-07-04,1,9272.74,1112.73,31.05,278.18,10138.34
2025-07-04,1,2220.23,399.64,43.32,0.00,2663.19
2025-07-04,1,16704.15,3006.75,175.62,835.21,19051.31
2025-07-04,1,29278.82,3513.46,47.36,1463.94,31375.70
2025-07-05,1,4621.58,231.08,11.05,231.08,4632.63
2025-07-05,1,17090.39,3076.27,148.11,854.52,19460.25
2025-07-05,1,2563.06,128.15,27.77,0.00,2718.98
2025-07-06,1,7225.89,361.29,38.67,0.00,7625.85
2025-07-06,1,250.90,12.55,65.83,12.55,316.73
2025-07-07,1,7965.36,1433.76,7.45,0.00,9406.57
2025-07-07,1,533228.52,95981.13,309.31,26661.43,602857.53
2025-07-08,1,2907.58,145.38,36.70,145.38,2944.28
2025-07-09,1,7529.50,1355.31,0.10,0.00,8884.91
2025-07-09,1,3315.97,596.87,10.79,165.80,3757.83
2025-07-10,1,3580.48,644.49,52.59,107.41,4170.15
2025-07-12,1,7006.29,350.31,39.42,0.00,7396.02
2025-07-12,1,7068.71,353.44,38.83,212.06,7248.92
2025-07-12,1,369.47,66.50,18.30,0.00,454.27
2025-07-13,1,7926.09,396.30,29.06,396.30,7955.15
2025-07-14,1,6239.59,748.75,4.02,187.19,6805.17
2025-07-14,1,1521.15,182.54,29.77,45.63,1687.83
2025-07-15,1,4978.21,896.08,35.13,0.00,5909.42
2025-07-15,1,458823.41,82588.21,1229.41,0.00,542641.03
2025-07-15,1,305215.11,36625.81,2611.38,0.00,344452.30
2025-07-17,1,1811.02,90.55,0.04,0.00,1901.61
2025-07-17,1,763.33,137.40,17.98,22.90,895.81
2025-07-18,1,1717.64,309.18,24.60,85.88,1965.54
2025-07-18,1,15593.19,1871.18,111.38,467.80,17107.95
2025-07-18,1,681729.16,34086.46,1280.13,0.00,717095.75
2025-07-18,1,4786.24,861.52,3.06,0.00,5650.82
2025-07-18,1,923.60,110.83,44.56,27.71,1051.28
2025-07-19,1,5455.88,272.79,9.78,0.00,5738.45
2025-07-19,1,25764.08,1288.20,162.84,772.92,26442.20
2025-07-20,1,60351.44,7242.17,475.93,0.00,68069.54
2025-07-21,1,34.91,6.28,34.92,0.00,76.11
2025-07-21,1,10140.48,1216.86,5.04,0.00,11362.38
2025-07-22,1,3287.95,164.40,43.27,164.40,3331.22
2025-07-22,1,686.64,34.33,11.00,34.33,697.64
2025-07-23,1,439.30,21.97,7.90,0.00,469.17
2025-07-24,1,31554.42,3786.53,83.33,1577.72,33846.56
2025-07-24,1,4046.92,202.35,48.03,121.41,4175.89
2025-07-24,1,6361.03,318.05,30.05,190.83,6518.30
2025-07-25,1,124.74,22.45,65.19,3.74,208.64
2025-07-25,1,21474.18,3865.35,37.50,0.00,25377.03
2025-07-25,1,6394.91,1151.08,176.65,0.00,7722.64
2025-07-26,1,3853.63,192.68,4.57,0.00,4050.88
2025-07-27,1,4056.61,730.19,18.26,0.00,4805.06
2025-07-27,1,6651.68,332.58,12.89,0.00,6997.15
2025-07-28,1,3989.68,478.76,10.68,0.00,4479.12
2025-07-28,1,4052.72,486.33,31.36,0.00,4570.41
2025-07-28,1,2350.86,423.15,6.08,70.53,2709.56
2025-07-30,1,4406.94,793.25,47.44,0.00,5247.63
2025-07-31,1,231504.84,41670.87,1201.46,0.00,274377.17
2025-08-01,1,559003.17,27950.16,3469.28,16770.10,573652.51
2025-08-01,1,3979.48,477.54,26.27,0.00,4483.29
2025-08-02,1,5423.82,650.86,14.03,271.19,5817.52
2025-08-02,1,2204.75,264.57,30.31,0.00,2499.63
2025-08-02,1,3527.03,634.87,64.04,105.81,4120.13
2025-08-03,1,4692.69,234.63,0.27,0.00,4927.59
2025-08-03,1,3086.35,154.32,37.06,0.00,3277.73
2025-08-04,1,133.08,6.65,45.55,6.65,178.63
2025-08-04,1,46906.12,8443.10,146.33,2345.31,53150.24
2025-08-05,1,26939.22,4849.06,165.94,0.00,31954.22
2025-08-05,1,1087572.21,195763.00,343.18,54378.61,1229299.78
2025-08-07,1,76272.50,9152.70,2798.20,0.00,88223.40
2025-08-07,1,19445.38,972.27,51.82,0.00,20469.47
2025-08-08,1,6759.84,1216.77,27.31,337.99,7665.93
2025-08-10,1,234253.35,11712.67,349.47,0.00,246315.49
2025-08-10,1,9450.87,1134.10,41.61,0.00,10626.58
2025-08-10,1,4716.53,565.98,18.12,141.50,5159.13
2025-08-11,1,26956.96,1347.85,112.19,1347.85,27069.15
2025-08-12,1,124.06,22.33,24.61,0.00,171.00
2025-08-13,1,1562.24,281.20,2.78,78.11,1768.11
2025-08-13,1,282362.86,50825.31,1286.98,14118.14,320357.01
2025-08-14,1,1023.56,184.24,20.74,51.18,1177.36
2025-08-14,1,16195.04,2915.11,26.40,0.00,19136.55
2025-08-15,1,3386.73,169.34,6.23,169.34,3392.96
2025-08-15,1,10707.46,535.37,9.11,321.22,10930.72
2025-08-16,1,2622.68,314.72,12.48,131.13,2818.75
2025-08-17,1,8673.23,433.66,18.82,433.66,8692.05
2025-08-17,1,13944.77,2510.06,102.36,697.24,15859.95
2025-08-18,1,1929.17,231.50,27.79,96.46,2092.00
2025-08-19,1,22426.45,2691.17,163.14,0.00,25280.76
2025-08-20,1,493.48,24.67,32.08,14.80,535.43
2025-08-22,1,7026.72,1264.81,22.15,210.80,8102.88
2025-08-24,1,4115.49,205.77,26.53,123.46,4224.33
2025-08-26,1,25461.38,4583.05,94.36,1273.07,28865.72
2025-08-27,1,7569.55,1362.52,34.54,378.48,8588.13
2025-08-27,1,4864.01,583.68,33.30,0.00,5480.99
2025-08-27,1,5874.87,1057.48,7.57,0.00,6939.92
2025-08-27,1,2586.02,310.32,24.87,0.00,2921.21
2025-08-28,1,4433.33,798.00,31.61,133.00,5129.94
2025-08-28,1,526.00,94.68,39.73,15.78,644.63
2025-08-28,1,13746.31,2474.34,11.58,0.00,16232.23
2025-08-28,1,3716.58,185.83,36.21,111.50,3827.12
2025-08-29,1,2791.83,139.59,93.55,139.59,2885.38
2025-08-30,1,197190.32,23662.84,52.93,0.00,220906.09
2025-08-30,1,6521.63,782.60,7.13,0.00,7311.36
2025-09-02,1,888.36,106.60,13.05,0.00,1008.01
2025-09-03,1,10272.42,1849.04,0.30,513.62,11608.14
2025-09-03,1,4022.10,482.65,1.04,201.11,4304.68
2025-09-04,1,252233.35,45402.00,601.96,7567.00,290670.31
2025-09-04,1,8217.21,986.07,25.05,246.52,8981.81
2025-09-06,1,4832.46,869.84,44.95,0.00,5747.25
2025-09-06,1,162479.24,29246.26,887.95,0.00,192613.45
2025-09-06,1,3374.47,168.72,24.65,0.00,3567.84
2025-09-06,1,1778.21,320.08,33.44,0.00,2131.73
2025-09-07,1,875.47,43.77,10.85,0.00,930.09
2025-09-07,1,7052.04,1269.37,21.16,0.00,8342.57
2025-09-08,1,11325.31,2038.56,2.46,0.00,13366.33
2025-09-08,1,358102.98,17905.15,777.23,17905.15,358880.21
2025-09-08,1,1037.42,186.74,36.29,31.12,1229.33
2025-09-08,1,39902.14,7182.39,30.65,0.00,47115.18
2025-09-09,1,50342.64,2517.13,31.24,0.00,52891.01
2025-09-09,1,116331.99,13959.84,3075.80,0.00,133367.63
2025-09-10,1,307892.04,55420.57,2776.68,0.00,366089.29
2025-09-10,1,6121.85,306.09,46.18,306.09,6168.03
2025-09-11,1,12115.31,1453.84,36.20,605.77,12999.58
2025-09-11,1,3121.66,561.90,42.92,0.00,3726.48
2025-09-12,1,8517.65,1022.12,1.61,255.53,9285.85
2025-09-12,1,5761.71,691.41,157.56,0.00,6610.68
